Division,Category,Gene Symbol,Gene Name,Synonyms,HGNC_IDs,HGNC_IDs Links,UniProt_IDs,Refseq_IDs,Orthology,Notes
Matrisome-associated,ECM-affiliated Proteins,MUC19,"mucin 19, oligomeric",FLJ35746,14362,14362,C9JCE7:H0YH61:H7BZA9:Q7Z5P9:V9GY53,NP_775871.2,Mouse:Muc19|,Mucin
Matrisome-associated,ECM-affiliated Proteins,MUC2,"mucin 2, oligomeric mucus/gel-forming",MLP|SMUC,7512,7512,E7EUV1:H0Y2U6:H0Y317:Q02817,NP_002448.3,Mouse:Muc2|,Mucin
Matrisome-associated,ECM-affiliated Proteins,MUC20,"mucin 20, cell surface associated",FLJ14408|FLJ53153|KIAA1359,23282,23282,C9JJE7:E9PH32:H7C102:Q8N307,NP_001269435.1:NP_001278762.1:NP_065841.1:NP_689886.3,Mouse:Muc20|,Mucin
Matrisome-associated,ECM-affiliated Proteins,MUC21,"mucin 21, cell surface associated",C6orf205|KMQK697|MGC125609|bCX31G15.2,21661,21661,Q5SSG8,NP_001010909.2:XP_005275180.1,Mouse:Gm9573|,Mucin
Matrisome-associated,ECM-affiliated Proteins,MUC22,hypothetical LOC729792,LOC729792,39755,39755,E2RYF6,NP_001185744.1,Mouse:Gm9573|,
Matrisome-associated,ECM-affiliated Proteins,MUC3A,"mucin 3A, cell surface associated",MUC3|mucin|MUC3B,7513,7513,H0Y6M1:J3QST7:Q02505,NP_005951.1,Mouse:Muc3|,Mucin
Matrisome-associated,ECM-affiliated Proteins,MUC4,"mucin 4, cell surface associated",HSA276359,7514,7514,E7ENC5:E7EQG8:E7EQT2:E7ERK0:E7ETT5:E7EUL9:E7EW47:E7EWN1:E9PDY6:H0Y2Y1:H7BXN7:H7BZI3:Q99102,NP_004523.3:NP_060876.5:NP_612154.2:NP_060876.5,Mouse:Muc4|,Mucin
Matrisome-associated,ECM-affiliated Proteins,MUC5AC,"mucin 5AC, oligomeric mucus/gel-forming",MUC5,7515,7515,E9PGF7:E9PJ98:P98088,XP_006718462.1:XP_006710008.1:XP_006710010.1:,Mouse:Muc5ac|,Mucin
Matrisome-associated,ECM-affiliated Proteins,MUC5B,"mucin 5B, oligomeric mucus/gel-forming",MG1|MUC5|MUC9,7516,7516,E9PBJ0:H0YDX8:Q9HC84,NP_002449.2,Mouse:Muc5b|,Mucin
Matrisome-associated,ECM-affiliated Proteins,MUC6,"mucin 6, oligomeric mucus/gel-forming",-,7517,7517,E9PJC5:H0YDA7:H0YEZ6:Q6W4X9,NP_005952.2,Mouse:Muc6|,Mucin
Matrisome-associated,ECM-affiliated Proteins,MUC7,"mucin 7, secreted",DKFZp686J03256|FLJ27047|MG2|MGC34772,7518,7518,D6RHX1:Q8TAX7,NP_001138478.1:NP_001138479.1:NP_689504.2,,Mucin
Matrisome-associated,ECM-affiliated Proteins,MUC8,mucin 8,-,7519,7519,M0R3A3,XP_005275787.1,,Mucin
Matrisome-associated,ECM-affiliated Proteins,MUCL1,mucin-like 1,SBEM,30588,30588,F8VV13:Q96DR8,NP_477521.1,Mouse:Mucl1|,Mucin
Matrisome-associated,ECM-affiliated Proteins,OVGP1,"oviductal glycoprotein 1, 120kDa",CHIT5|EGP|MUC9|OGP,8524,8524,B4DHP1:Q12889,NP_002548.3,Mouse:Ovgp1|,
Matrisome-associated,ECM-affiliated Proteins,PARM1,prostate androgen-regulated mucin-like protein 1,Cipar1|DKFZP564O0823|PARM-1|WSC4,24536,24536,D6RBB6:Q6UWI2,NP_056208.2,Mouse:Parm1|,
Matrisome-associated,ECM-affiliated Proteins,PLXDC1,plexin domain containing 1,DKFZp686F0937|FLJ36270|FLJ45632|TEM3|TEM7,20945,20945,B3KSI0:B4E173:C9JCL2:C9JWQ3:J3KS04:J3QR40:J3QRR7:Q8IUK5,NP_065138.2,Mouse:Plxdc1|,
Matrisome-associated,ECM-affiliated Proteins,PLXDC2,plexin domain containing 2,FLJ14623|TEM7R,21013,21013,Q6UX71,NP_001269665.1:NP_116201.7,Mouse:Plxdc2|,
Matrisome-associated,ECM-affiliated Proteins,PLXNA1,plexin A1,DKFZp761P19121|NOV|NOVP|PLEXIN-A1|PLXN1,9099,9099,F8VSZ4:Q9UIW2,NP_115618.3,Mouse:Plxna1|,Plexin
Matrisome-associated,ECM-affiliated Proteins,PLXNA2,plexin A2,FLJ11751|FLJ30634|KIAA0463|OCT|PLXN2,9100,9100,O75051,NP_079455.3,Mouse:Plxna2|,Plexin
Matrisome-associated,ECM-affiliated Proteins,PLXNA3,plexin A3,6.3|HSSEXGENE|PLEXIN-A3|PLXN3|PLXN4|SEX|XAP-6,9101,9101,P51805,NP_059984.3,Mouse:Plxna3|,Plexin
Matrisome-associated,ECM-affiliated Proteins,PLXNA4,plexin A4,DKFZp434G0625|DKFZp566O0546|FAYV2820|FLJ35026|FLJ3,9102,9102,Q9HCM2,NP_001099013.1:NP_065962.1:NP_861440.2:XP_005250743.1:XP_005250744.1:XP_006716234.1,Mouse:Plxna4|,Plexin
Matrisome-associated,ECM-affiliated Proteins,PLXNB1,plexin B1,KIAA0407|MGC149167|PLEXIN-B1|PLXN5|SEP,9103,9103,G8JLJ7:O43157,NP_001123554.1:NP_002664.2,Mouse:Plxnb1|,Plexin
Matrisome-associated,ECM-affiliated Proteins,PLXNB2,plexin B2,KIAA0315|MM1|Nbla00445|PLEXB2|dJ402G11.3,9104,9104,A6QRG9:A6QRH1:E2PU09:H0Y6J7:H0Y7X5:O15031,NP_036533.2:XP_005261966.1:XP_005261967.1:XP_005261968.1:XP_006724476.1,Mouse:Plxnb2|,Plexin
Matrisome-associated,ECM-affiliated Proteins,PLXNB3,plexin B3,FLJ76953|PLEXB3|PLEXR|PLXN6,9105,9105,B7Z3H9:F5GWC0:F5GZZ4:H7BZV5:H7C0P4:H7C3L0:Q9ULL4,NP_001156729.1:NP_005384.2,Mouse:Plxnb3|,Plexin
Matrisome-associated,ECM-affiliated Proteins,PLXNC1,plexin C1,CD232|PLXN-C1|VESPR,9106,9106,B4DHQ7:F5H3A2:F8VUW4:F8W095:F8W1K6:O60486,NP_005752.1,Mouse:Plxnc1|,Plexin
Matrisome-associated,ECM-affiliated Proteins,PLXND1,plexin D1,KIAA0620|MGC75353|PLEXD1,9107,9107,D6RH25:H0Y9D1:H0YA64:H0YAB2:H0YAM9:Q9Y4D7,NP_055918.2,Mouse:Plxnd1|,Plexin
Matrisome-associated,ECM-affiliated Proteins,PROL1,"proline rich, lacrimal 1",BPLP|PRL1,17279,17279,Q99935,NP_067048.4,Mouse:Prol1|,
Matrisome-associated,ECM-affiliated Proteins,REG1A,regenerating islet-derived 1 alpha,ICRF|MGC12447|P19|PSP|PSPS|PSPS1|PTP|REG,9951,9951,P05451,NP_002900.2,Mouse:Reg1|,
Matrisome-associated,ECM-affiliated Proteins,REG1B,regenerating islet-derived 1 beta,PSPS2|REGH|REGI-BETA|REGL,9952,9952,H7BZ24:P48304,NP_006498.1,Mouse:Reg2|,
Matrisome-associated,ECM-affiliated Proteins,REG3A,regenerating islet-derived 3 alpha,HIP|PAP|PAP-H|PAP1|PBCGF|REG-III|REG3,8601,8601,Q06141,NP_002571.1:NP_620354.1:NP_620355.1,Mouse:Reg3g|,
Matrisome-associated,ECM-affiliated Proteins,REG3G,regenerating islet-derived 3 gamma,MGC118998|MGC118999|MGC119001|PAP1B|PAPIB|REG-III|,29595,29595,Q6UW15,NP_001008388.1:NP_001256969.1:NP_940850.1:XP_005264192.1,Mouse:Reg3b|,
Matrisome-associated,ECM-affiliated Proteins,REG4,"regenerating islet-derived family, member 4",GISP|REG-IV|RELP,22977,22977,E9PNV6:Q9BYZ8,NP_001152824.1:NP_001152825.1:NP_114433.1,Mouse:Reg4|,
Matrisome-associated,ECM-affiliated Proteins,SDC1,syndecan 1,CD138|SDC|SYND1|syndecan,10658,10658,E9PHH3:F8WCX9:H7C1K4:P18827,NP_001006947.1:NP_002988.3,Mouse:Sdc1|,Syndecan
Matrisome-associated,ECM-affiliated Proteins,SDC2,syndecan 2,HSPG|HSPG1|SYND2,10659,10659,E5RHU3:E5RJB8:E7ESK6:E9PBI9:P34741,NP_002989.2:XP_005251077.1:XP_006716677.1,Mouse:Sdc2|,Syndecan
Matrisome-associated,ECM-affiliated Proteins,SDC3,syndecan 3,SDCN|SYND3,10660,10660,D3DPN2:O75056,NP_055469.3,Mouse:Sdc3|,Syndecan
Matrisome-associated,ECM-affiliated Proteins,SDC4,syndecan 4,MGC22217|SYND4,10661,10661,B4E1S6:P31431,NP_002990.2,Mouse:Sdc4|,Syndecan
Matrisome-associated,ECM-affiliated Proteins,SEMA3A,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A",Hsema-I|Hsema-III|MGC133243|SEMA1|SEMAD|SEMAIII|SE,10723,10723,C9J9C4:C9JD25:Q14563,NP_006071.1:XP_005250167.1:XP_005250168.1:XP_006715901.1:XP_006715902.1,Mouse:Sema3a|,Semaphorin
Matrisome-associated,ECM-affiliated Proteins,SEMA3B,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B",FLJ34863|LUCA-1|SEMA5|SEMAA|SemA|semaV,10724,10724,Q13214,NP_001005914.1:NP_001276989.1:NP_001276990.1:NP_001276991.1:NP_001276992.1:NP_004627.1,Mouse:Sema3b|,Semaphorin
Matrisome-associated,ECM-affiliated Proteins,SEMA3C,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C",SEMAE|SemE,10725,10725,B4DRL8:F2Z2Y0:F5H1Z7:F8WEP9:Q99985,NP_006370.1,Mouse:Sema3c|,Semaphorin
Matrisome-associated,ECM-affiliated Proteins,SEMA3D,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D",MGC39708|Sema-Z2|coll-2,10726,10726,C9JYT6:O95025,NP_689967.2,Mouse:Sema3d|,Semaphorin
Matrisome-associated,ECM-affiliated Proteins,SEMA3E,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E",KIAA0331|M-SEMAH|M-SemaK|SEMAH|coll-5,10727,10727,C9JVH5:F8WCZ5:O15041,NP_001171600.1:NP_036563.1,Mouse:Sema3e|,Semaphorin
Matrisome-associated,ECM-affiliated Proteins,SEMA3F,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F",SEMA-IV|SEMA4|SEMAK,10728,10728,C9IYS6:C9J1V2:C9J4H5:C9JPG5:H7C4A2:Q13275,NP_004177.3:XP_005265438.1:XP_005265439.1,Mouse:Sema3f|,Semaphorin
Matrisome-associated,ECM-affiliated Proteins,SEMA3G,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G",FLJ00014|MGC119473|sem2,30400,30400,C9JXB2:H7C5M7:Q9NS98,NP_064548.1,Mouse:Sema3g|,Semaphorin
Matrisome-associated,ECM-affiliated Proteins,SEMA4A,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A",CORD10|FLJ12287|RP35|SEMAB|SEMB,10729,10729,Q5TCI4:Q5TCI6:Q5TCJ5:Q5TCJ7:Q9H3S1,NP_001180229.1:NP_001180230.1:NP_001180231.1:NP_071762.2,Mouse:Sema4a|,Semaphorin
Matrisome-associated,ECM-affiliated Proteins,SEMA4B,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B",KIAA1745|MGC131831|SEMAC|SemC,10730,10730,H0YKP2:H0YKV7:H0YLN3:H0YM68:H0YMD6:H0YMR1:H0YMZ3:H0YN49:H0YNC4:H0YNM2:J3KNP4:Q9NPR2,NP_064595.2:NP_945119.1,Mouse:Sema4b|,Semaphorin
Matrisome-associated,ECM-affiliated Proteins,SEMA4C,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C",FLJ20369|KIAA1739|M-SEMA-F|MGC126382|MGC126383|SEM,10731,10731,C9J4M7:C9JV89:Q9C0C4,NP_060259.4,Mouse:Sema4c|,Semaphorin
Matrisome-associated,ECM-affiliated Proteins,SEMA4D,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D",C9orf164|CD100|FLJ33485|FLJ34282|FLJ39737|FLJ46484,10732,10732,C9JD54:C9JFP1:C9JYS7:E9PFD9:F5H044:Q92854,NP_001135759.1:NP_006369.3:XP_005251711.1,Mouse:Sema4d|,Semaphorin
Matrisome-associated,ECM-affiliated Proteins,SEMA4F,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4F",M-SEMA|PRO2353|SEMAM|SEMAW|m-Sema-M,10734,10734,B7Z931:C9JKW7:C9K0A1:F8WCP8:F8WD61:F8WEH3:O95754,NP_001258590.1:NP_001258591.1:NP_004254.2,Mouse:Sema4f|,Semaphorin
Matrisome-associated,ECM-affiliated Proteins,SEMA4G,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G",FLJ20590|KIAA1619|MGC102867,10735,10735,E5RFG2:E5RGX4:H0YBN3:Q9NTN9,NP_001190173.1:NP_060363.2:XP_005270065.1:XP_005270066.1:XP_005270067.1,Mouse:Sema4g|,Semaphorin
Matrisome-associated,ECM-affiliated Proteins,SEMA5A,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A",FLJ12815|SEMAF|semF,10736,10736,D6R9K6:D6RAF4:H0Y9H9:Q13591,NP_003957.2:XP_006714569.1:XP_006714570.1,Mouse:Sema5a|,Semaphorin
Matrisome-associated,ECM-affiliated Proteins,SEMA5B,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5B",FLJ10372|KIAA1445|SEMAG|SemG,10737,10737,B5ME80:C9JKR3:C9JTV9:C9JTX2:F8WAT5:H0Y5U2:Q9P283,NP_001026872.2:NP_001243275.1:NP_001243276.1,Mouse:Sema5b|,Semaphorin
Matrisome-associated,ECM-affiliated Proteins,SEMA6A,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A",HT018|KIAA1368|SEMA|SEMA6A1|SEMAQ|VIA,10738,10738,B3KU01:D6RAG9:D6RCR0:E7ERF3:E9PDV9:H0Y8V9:Q9H2E6,NP_065847.1,Mouse:Sema6a|,Semaphorin
Matrisome-associated,ECM-affiliated Proteins,SEMA6B,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B",SEM-SEMA-Y|SEMA-VIB|SEMAN|semaZ,10739,10739,Q9H3T3,NP_115484.2,Mouse:Sema6b|,Semaphorin
Matrisome-associated,ECM-affiliated Proteins,SEMA6C,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C",SEMAY|m-SemaY|m-SemaY2,10740,10740,Q9H3T2,NP_001171532.1:NP_001171533.1:NP_112175.2:XP_005244890.1:XP_005244892.1:XP_005244893.1,Mouse:Sema6c|,Semaphorin
Matrisome-associated,ECM-affiliated Proteins,SEMA6D,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D",FLJ11598|KIAA1479,16770,16770,H0YL82:H0YM97:H0YMA6:H0YMP7:H0YMV0:Q8NFY4,NP_001185928.1:NP_065909.1:NP_079242.2:NP_705869.1:NP_705870.1:NP_705871.1:NP_705872.1:XP_005254744.1:XP_005254746.1:XP_005254747.1,Mouse:Sema6d|,Semaphorin
Matrisome-associated,ECM-affiliated Proteins,SEMA7A,"semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group)",CD108|CDw108|H-SEMA-K1|H-Sema-L|JMH|MGC126692|MGC1,10741,10741,F5GYX3:H3BMF9:O75326,NP_001139501.1:NP_001139502.1:NP_003603.1:NP_001139502.1,Mouse:Sema7a|,Semaphorin
Matrisome-associated,ECM-affiliated Proteins,SFTA2,surfactant associated 2,GSGL541|SFTPG|UNQ541,18386,18386,Q6UW10,NP_995326.1,Mouse:Sfta2|,
Matrisome-associated,ECM-affiliated Proteins,SFTA3,surfactant associated 3,FLJ23494|SFTPH,18387,18387,E5RG42:G5EA12:P0C7M3,NP_001094811.1,Mouse:E030019B13Rik|,
Matrisome-associated,ECM-affiliated Proteins,SFTPA1,surfactant protein A1,AC068139.6|COLEC4|FLJ50593|FLJ51913|FLJ61144|FLJ77,10798,10798,B4DNW5:J3KPA7:Q8IWL2,NP_001087239.2:NP_001158116.1:NP_001158119.1:NP_005402.3:XP_005270119.1:XP_006718016.1,Mouse:Sftpa1|,
Matrisome-associated,ECM-affiliated Proteins,SFTPA2,surfactant protein A2,COLEC5|FLJ50594|FLJ50597|FLJ51953|FLJ79091|FLJ9367,10799,10799,Q8IWL1:R4GMN3:X6REF7,NP_001092138.1:XP_005270188.1:XP_005270189.1,,
Matrisome-associated,ECM-affiliated Proteins,SFTPB,surfactant protein B,PSP-B|SFTB3|SFTP3|SMDP1|SP-B,10801,10801,D6W5L6:H0Y7V6:P07988:U3KQT2,NP_000533.3:NP_942140.2:NP_000533.3:NP_942140.2:XP_005264544.1,Mouse:Sftpb|,
Matrisome-associated,ECM-affiliated Proteins,SFTPC,surfactant protein C,PSP-C|SFTP2|SMDP2|SP-C,10802,10802,C9JYF6:E5RG20:E5RG93:E5RHW5:E5RI64:E5RI92:P11686,NP_001165828.1:NP_001165881.1:NP_003009.2,Mouse:Sftpc|,
Matrisome-associated,ECM-affiliated Proteins,SFTPD,surfactant protein D,COLEC7|PSP-D|SFTP4|SP-D,10803,10803,P35247:Q5T0M2,NP_003010.4,Mouse:Sftpd|,
Matrisome-associated,ECM Regulators,A2M,alpha-2-macroglobulin,CPAMD5|DKFZp779B086|FWP007|S863-7,7,7,F5H1E8:F8W7L3:H0YFH1:H0YGH6:P01023,NP_000005.2,Mouse:A2m|,
Matrisome-associated,ECM Regulators,A2ML1,alpha-2-macroglobulin-like 1,CPAMD9|DKFZp686C1729|DKFZp686D2011|DKFZp686G1812|D,23336,23336,A8K2U0:F5GXP1:F5GYG7:F5H2Z2:H0YGG5:H0YH14,NP_653271.2,,
Matrisome-associated,ECM Regulators,ADAM10,ADAM metallopeptidase domain 10,AD10|CD156c|HsT18717|MADM|kuz,188,188,B4DU28:B5MC71:C9J9B4:H0YK32:H0YK87:H0YNC5:H3BS53:O14672,NP_001101.1,Mouse:Adam10|,
Matrisome-associated,ECM Regulators,ADAM11,ADAM metallopeptidase domain 11,MDC,189,189,B4DKD2:H7BY08:K7EKA8:O75078,NP_002381.2,Mouse:Adam11|,
Matrisome-associated,ECM Regulators,ADAM12,ADAM metallopeptidase domain 12,MCMP|MCMPMltna|MLTN|MLTNA,190,190,O43184:Q5JRP2,NP_001275903.1:NP_001275904.1:NP_003465.3:NP_067673.2,Mouse:Adam12|,
Matrisome-associated,ECM Regulators,ADAM15,ADAM metallopeptidase domain 15,MDC15,193,193,A6NG98:Q13444,NP_001248393.1:NP_001248394.1:NP_003806.3:NP_997074.1:NP_997077.1:NP_997078.1:NP_997079.1:NP_997080.1,Mouse:Adam15|,
Matrisome-associated,ECM Regulators,ADAM17,ADAM metallopeptidase domain 17,ADAM18|CD156B|CSVP|MGC71942|TACE,195,195,E7EUI5:P78536,NP_003174.3,Mouse:Adam17|,
Matrisome-associated,ECM Regulators,ADAM18,ADAM metallopeptidase domain 18,ADAM27|MGC41836|MGC88272|tMDCIII,196,196,E5RIP0:E5RK96:Q0VAI3:Q9Y3Q7,NP_001177885.1:NP_055052.1,Mouse:Adam18|,
Matrisome-associated,ECM Regulators,ADAM19,ADAM metallopeptidase domain 19 (meltrin beta),FKSG34|MADDAM|MLTNB,197,197,E5RIS2:E7ENW4:E9PD32:H0YC66:Q9H013,NP_150377.1:XP_005266060.1,Mouse:Adam19|,
Matrisome-associated,ECM Regulators,ADAM2,ADAM metallopeptidase domain 2,CRYN1|CRYN2|CT15|FTNB|PH-30b|PH30,198,198,B4DWY7:Q6P2G0:Q99965,NP_001265042.1:NP_001265043.1:NP_001455.3:NP_001265043.1,Mouse:Adam2|,
Matrisome-associated,ECM Regulators,ADAM20,ADAM metallopeptidase domain 20,-,199,199,O43506,NP_003805.3:XP_005268208.1:XP_005268209.1,,
Matrisome-associated,ECM Regulators,ADAM21,ADAM metallopeptidase domain 21,ADAM31|MGC125389,200,200,Q9UKJ8,NP_003804.2,Mouse:Adam21|,
Matrisome-associated,ECM Regulators,ADAM22,ADAM metallopeptidase domain 22,MDC2|MGC149832,201,201,E7EPF1:E9PF78:F8WAD8:G5E951:H7C0Q9:H7C3I4:Q9P0K1,NP_004185.1:NP_068367.1:NP_068368.2:NP_068369.1,Mouse:Adam22|,
Matrisome-associated,ECM Regulators,ADAM23,ADAM metallopeptidase domain 23,MDC3,202,202,E7EWD3:H7C2M6:O75077,NP_003803.1:XP_005246989.1,Mouse:Adam23|,
Matrisome-associated,ECM Regulators,ADAM28,ADAM metallopeptidase domain 28,ADAM23|MDC-Lm|MDC-Ls|MDCL|eMDCII,206,206,B4DDY3:E5RGY1:E5RJQ1:E7EMU1:H0YBG8:H0YBQ8:Q9UKQ2,NP_055080.2:NP_068547.2,Mouse:Adam28|,
Matrisome-associated,ECM Regulators,ADAM29,ADAM metallopeptidase domain 29,CT73|svph1,207,207,D6RBU0:D6RHU0:D6RIU9:Q9UKF5,NP_001124175.1:NP_001124176.1:NP_001124177.1:NP_001265054.1:NP_001265055.1:NP_001265056.1:NP_055084.3:XP_005262761.1:XP_005262762.1,Mouse:Adam29|,
Matrisome-associated,ECM Regulators,ADAM30,ADAM metallopeptidase domain 30,svph4,208,208,Q9UKF2,NP_068566.2,Mouse:Adam30|,
Matrisome-associated,ECM Regulators,ADAM32,ADAM metallopeptidase domain 32,FLJ26299|FLJ29004,15479,15479,E3W988:E5RGK7:E5RJE6:E5RJY7:E7EPX8:E7ER82:Q8TC27,NP_659441.3,Mouse:Adam32|,
Matrisome-associated,ECM Regulators,ADAM33,ADAM metallopeptidase domain 33,C20orf153|DJ964F7.1|DKFZp434K0521|FLJ35308|FLJ3675,15478,15478,A2A2L3:Q9BZ11,NP_001269376.1:NP_001269376.1:NP_079496.1:NP_694882.1,Mouse:Adam33|,
Matrisome-associated,ECM Regulators,ADAM7,ADAM metallopeptidase domain 7,EAPI|GP-83,214,214,C9JK28:E5RK87:Q6PEJ6:Q9H2U9,NP_003808.2:XP_005273727.1,Mouse:Adam7|,
Matrisome-associated,ECM Regulators,ADAM8,ADAM metallopeptidase domain 8,CD156|MGC134985|MS2,215,215,H0YKZ1:H0YMT6:P78325,NP_001100.3:NP_001157961.1:NP_001157962.1,Mouse:Adam8|,
Matrisome-associated,ECM Regulators,ADAM9,ADAM metallopeptidase domain 9 (meltrin gamma),CORD9|KIAA0021|MCMP|MDC9|Mltng,216,216,A0AVL1:C9J6H5:C9JPM3:F8WC54:Q13443,NP_003807.1,Mouse:Adam9|,
Matrisome-associated,ECM Regulators,ADAMDEC1,"ADAM-like, decysin 1",FLJ79219|M12.219,16299,16299,E5RK05:O15204,NP_001138743.1:NP_001138744.1:NP_055294.1,Mouse:Adamdec1|,
Matrisome-associated,ECM Regulators,ADAMTS1,"ADAM metallopeptidase with thrombospondin type 1 motif, 1",C3-C5|KIAA1346|METH1,217,217,E5RI60:E5RJR7:H7C206:Q9UHI8,NP_008919.3,Mouse:Adamts1|,
Matrisome-associated,ECM Regulators,ADAMTS10,"ADAM metallopeptidase with thrombospondin type 1 motif, 10",ADAM-TS10|WMS,13201,13201,M0QY12:M0QY36:Q9H324,NP_001269281.1:NP_112219.3,Mouse:Adamts10|,
Matrisome-associated,ECM Regulators,ADAMTS12,"ADAM metallopeptidase with thrombospondin type 1 motif, 12",PRO4389,14605,14605,D6REX0:P58397,NP_112217.2,Mouse:Adamts12|,
Matrisome-associated,ECM Regulators,ADAMTS13,"ADAM metallopeptidase with thrombospondin type 1 motif, 13",C9orf8|DKFZp434C2322|FLJ42993|MGC118899|MGC118900|,1366,1366,E7EV88:Q76LX8:Q9UGQ1,NP_620594.1:NP_620595.1:NP_620596.2,Mouse:Adamts13|,
Matrisome-associated,ECM Regulators,ADAMTS14,"ADAM metallopeptidase with thrombospondin type 1 motif, 14",FLJ32820,14899,14899,Q8WXS8,NP_542453.2:NP_631894.2,Mouse:Adamts14|,
Matrisome-associated,ECM Regulators,ADAMTS15,"ADAM metallopeptidase with thrombospondin type 1 motif, 15",MGC126403,16305,16305,Q8TE58,NP_620686.1,Mouse:Adamts15|,
Matrisome-associated,ECM Regulators,ADAMTS16,"ADAM metallopeptidase with thrombospondin type 1 motif, 16",ADAMTS16s|FLJ16731,17108,17108,Q2XQZ0:Q8TE57,NP_620687.2,Mouse:Adamts16|,
Matrisome-associated,ECM Regulators,ADAMTS17,"ADAM metallopeptidase with thrombospondin type 1 motif, 17",FLJ16363|FLJ32769,17109,17109,H0YMH1:H3BRA9:H3BV94:Q8TE56,NP_620688.2,Mouse:Adamts17|,
Matrisome-associated,ECM Regulators,ADAMTS18,"ADAM metallopeptidase with thrombospondin type 1 motif, 18",ADAMTS21,17110,17110,B4DEX3:H3BMG1:H3BTZ3:Q8TE60,NP_955387.1,Mouse:Adamts18|,
Matrisome-associated,ECM Regulators,ADAMTS19,"ADAM metallopeptidase with thrombospondin type 1 motif, 19",FLJ16042,17111,17111,D6R9M2:H0Y8Y0:Q8TE59,NP_598377.3,Mouse:Adamts19|,
Matrisome-associated,ECM Regulators,ADAMTS2,"ADAM metallopeptidase with thrombospondin type 1 motif, 2",ADAM-TS2|ADAMTS-3|NPI|PCINP|PCPNI|hPCPNI,218,218,O95450,NP_055059.2:NP_067610.1,Mouse:Adamts2|,
Matrisome-associated,ECM Regulators,ADAMTS20,"ADAM metallopeptidase with thrombospondin type 1 motif, 20",GON-1,17178,17178,E9PBD5:G3V1X8:H0YHN3:P59510,NP_079279.3,Mouse:Adamts20|,
Matrisome-associated,ECM Regulators,ADAMTS3,"ADAM metallopeptidase with thrombospondin type 1 motif, 3",ADAMTS-4|KIAA0366,219,219,O15072,NP_055058.2,Mouse:Adamts3|,
Matrisome-associated,ECM Regulators,ADAMTS4,"ADAM metallopeptidase with thrombospondin type 1 motif, 4",ADAMTS-2|ADAMTS-4|ADMP-1|KIAA0688,220,220,O75173:Q5VTW1,NP_005090.3,Mouse:Adamts4|,
Matrisome-associated,ECM Regulators,ADAMTS5,"ADAM metallopeptidase with thrombospondin type 1 motif, 5",ADAMTS11|ADMP-2|FLJ36738,221,221,Q9UNA0,NP_008969.2,Mouse:Adamts5|,
Matrisome-associated,ECM Regulators,ADAMTS6,"ADAM metallopeptidase with thrombospondin type 1 motif, 6",ADAM-TS6,222,222,D6R9L6:Q9UKP5,NP_922932.2,Mouse:Adamts6|,
Matrisome-associated,ECM Regulators,ADAMTS7,"ADAM metallopeptidase with thrombospondin type 1 motif, 7",ADAM-TS7|DKFZp434H204,223,223,Q9UKP4,NP_055087.2,Mouse:Adamts7|,
Matrisome-associated,ECM Regulators,ADAMTS8,"ADAM metallopeptidase with thrombospondin type 1 motif, 8",ADAM-TS8|FLJ41712|METH2,224,224,Q9UP79,NP_008968.4:XP_006718821.1,Mouse:Adamts8|,
Matrisome-associated,ECM Regulators,ADAMTS9,"ADAM metallopeptidase with thrombospondin type 1 motif, 9",FLJ42955|KIAA1312,13202,13202,C9JWI2:H0Y859:Q9P2N4,NP_891550.1:XP_005265386.1,Mouse:Adamts9|,
